latitude,longitude,cmip5_prAdjust_2021_mm_year,cmip5_prAdjust_2022_mm_year,cmip5_prAdjust_2023_mm_year,cmip5_prAdjust_2024_mm_year,cmip5_prAdjust_2025_mm_year,cmip5_prAdjust_2026_mm_year,cmip5_prAdjust_2027_mm_year,cmip5_prAdjust_2028_mm_year,cmip5_prAdjust_2029_mm_year,cmip5_prAdjust_2030_mm_year,cmip5_prAdjust_2031_mm_year,cmip5_prAdjust_2032_mm_year,cmip5_prAdjust_2033_mm_year,cmip5_prAdjust_2034_mm_year,cmip5_prAdjust_2035_mm_year,cmip5_prAdjust_2036_mm_year,cmip5_prAdjust_2037_mm_year,cmip5_prAdjust_2038_mm_year,cmip5_prAdjust_2039_mm_year,cmip5_prAdjust_2040_mm_year,cmip5_prAdjust_2041_mm_year,cmip5_prAdjust_2042_mm_year,cmip5_prAdjust_2043_mm_year,cmip5_prAdjust_2044_mm_year,cmip5_prAdjust_2045_mm_year,cmip5_prAdjust_2046_mm_year,cmip5_prAdjust_2047_mm_year,cmip5_prAdjust_2048_mm_year,cmip5_prAdjust_2049_mm_year,cmip5_prAdjust_2050_mm_year
17.25,-88.75,3909.85,3017.98,5608.10,3935.65,5088.49,6157.32,3488.71,5668.82,5963.86,7500.23,5085.89,4042.76,5616.40,5989.95,6596.20,7457.59,5584.66,6067.52,3206.39,4262.03,5793.35,4718.54,3022.03,7369.14,4507.39,7094.10,7787.59,4071.84,3990.73,6631.21
17.25,-14.75,1146.68,652.22,573.03,436.90,495.10,976.49,532.69,228.99,297.35,476.45,552.23,657.62,873.92,24.63,367.77,757.96,301.19,437.07,624.46,975.41,687.96,466.95,563.46,613.86,402.53,589.81,745.45,748.63,427.85,688.48
17.25,-12.75,725.61,587.37,422.20,325.86,316.13,656.63,460.74,165.94,290.13,338.94,445.28,588.88,541.51,65.11,259.70,556.20,170.78,309.04,620.73,713.28,643.40,497.89,532.66,413.97,223.21,366.33,397.18,475.69,335.92,445.14
17.25,-10.75,243.81,260.47,187.66,123.28,113.16,203.62,215.64,70.18,172.31,143.39,199.55,289.96,227.44,40.74,95.43,224.42,95.84,142.27,293.47,330.85,290.74,285.90,184.25,129.47,77.76,109.86,132.38,192.98,166.94,164.43
17.25,-8.75,175.11,244.04,229.17,88.85,77.71,134.11,168.71,59.85,196.24,75.95,166.42,259.64,166.14,32.80,85.71,130.77,109.63,143.41,204.18,229.31,231.07,208.21,194.59,82.27,71.80,64.03,103.50,173.97,155.85,86.34
17.25,-6.75,176.75,380.12,226.36,78.04,107.35,185.08,208.72,90.15,245.90,113.81,153.57,313.51,257.52,45.04,146.01,190.02,87.27,151.44,205.08,169.73,363.11,192.25,361.77,81.20,149.98,78.34,138.67,203.82,233.34,162.54
17.25,-4.75,392.76,877.36,373.09,182.15,222.23,559.55,584.74,217.97,551.24,327.23,271.45,694.44,767.88,129.50,386.93,458.10,174.05,305.50,437.93,273.22,794.94,366.24,728.43,177.63,354.40,150.83,312.96,459.86,515.17,419.32
17.25,-2.75,153.00,359.00,166.60,73.06,132.29,259.57,429.11,117.65,266.42,176.22,68.63,367.17,359.60,31.99,178.33,203.33,82.85,116.76,173.61,123.33,360.92,142.41,376.75,107.86,194.41,58.74,114.22,241.86,189.08,178.12
17.25,-0.75,238.78,516.11,113.27,114.50,139.09,288.31,410.26,69.95,218.68,195.66,175.60,360.85,319.74,91.95,209.75,164.19,274.48,217.89,207.20,148.28,377.64,175.49,387.31,163.14,174.36,97.05,135.71,201.18,246.25,211.96
17.25,1.25,232.94,688.65,142.15,48.40,150.32,264.62,382.50,63.95,154.01,195.20,158.76,275.64,282.52,94.49,192.65,100.22,404.71,353.48,257.45,181.42,434.09,235.99,421.70,177.50,187.03,85.51,176.12,185.69,265.43,176.52
17.25,3.25,449.76,481.12,289.15,120.25,251.39,525.49,697.99,85.42,391.95,397.17,132.14,670.10,668.02,82.90,463.75,232.44,144.33,258.05,330.48,239.87,591.47,348.58,816.28,256.39,287.60,203.56,611.20,419.48,191.53,344.35
17.25,5.25,617.67,480.06,295.49,119.16,365.57,568.85,959.50,192.96,430.25,515.78,350.61,717.39,676.79,94.42,531.65,274.07,352.04,413.35,582.17,291.00,708.69,512.20,819.33,412.15,295.74,212.25,773.11,481.04,276.42,462.16
17.25,7.25,143.95,118.77,79.84,24.29,126.97,133.89,327.92,78.01,123.82,157.34,109.23,269.59,173.33,12.60,148.80,56.56,153.05,126.95,221.05,117.39,212.25,110.24,140.20,103.19,57.48,51.84,300.74,125.07,88.12,78.14
17.25,9.25,126.88,152.35,116.72,123.13,195.37,145.19,348.27,92.35,214.26,200.40,59.98,378.51,247.82,1.13,136.93,73.70,214.91,202.01,364.55,127.04,178.02,129.48,173.29,110.12,86.69,44.03,323.26,160.67,190.21,74.30
17.25,11.25,156.71,167.42,45.86,133.12,125.02,89.82,199.95,60.67,89.28,86.32,43.85,199.80,107.77,3.22,60.87,42.56,257.08,275.67,217.31,96.04,69.29,111.79,130.57,177.92,72.26,20.48,170.89,53.73,118.71,38.59
17.25,13.25,176.88,190.31,47.54,140.38,57.90,63.33,221.81,66.94,78.00,84.64,49.07,236.32,173.94,12.23,83.09,52.12,175.21,221.11,99.71,128.61,68.37,108.88,162.32,210.14,83.27,54.33,198.44,77.83,133.41,54.97
17.25,15.25,487.52,682.04,434.48,460.02,280.11,243.04,607.96,275.86,451.54,387.29,129.00,993.10,512.38,119.46,378.79,183.77,332.17,509.11,456.58,348.45,439.36,349.32,434.89,667.73,235.71,118.71,690.41,347.30,266.69,124.63
17.25,17.25,170.88,150.16,96.13,235.05,25.52,24.73,493.77,29.58,50.62,79.35,17.13,242.73,120.72,21.84,109.90,28.67,86.61,225.57,170.94,76.60,122.67,49.70,133.49,476.58,94.62,41.58,230.31,78.30,127.31,44.42
17.25,19.25,82.49,52.08,60.68,221.66,49.61,17.94,80.76,22.73,39.05,47.52,19.20,175.82,49.99,29.09,55.58,14.24,33.32,140.29,18.94,40.63,44.72,26.32,125.73,193.05,78.96,17.13,150.38,44.90,98.91,66.85
17.25,21.25,33.26,78.52,76.77,14.43,50.97,53.55,89.72,29.95,89.21,75.76,19.92,48.03,109.07,9.44,25.18,20.17,19.01,6.77,12.63,7.52,52.51,23.82,33.05,79.78,2.24,15.11,50.45,64.47,35.38,26.77
17.25,23.25,280.37,594.05,489.06,237.69,252.43,324.91,559.50,424.07,1090.58,524.75,119.70,331.02,988.86,170.00,276.03,126.00,154.34,92.04,176.15,66.87,222.20,204.52,370.08,580.81,13.91,167.64,578.98,301.04,585.50,262.83
17.25,25.25,92.01,281.57,521.10,262.24,793.26,278.36,56.81,175.68,817.47,460.08,24.14,59.01,231.82,288.21,64.21,43.40,49.16,47.62,32.57,0.00,73.66,251.58,183.57,268.27,5.67,33.20,292.28,81.32,203.17,158.29
17.25,27.25,38.10,92.34,107.90,175.12,35.31,38.51,45.99,54.97,511.35,143.66,10.29,57.59,157.22,20.30,62.37,22.45,30.96,51.53,3.24,6.88,22.76,43.63,191.69,59.38,16.89,49.58,220.36,103.21,98.37,127.66
17.25,29.25,17.70,56.86,111.64,152.13,49.69,31.21,48.75,156.49,351.48,218.41,19.38,85.89,209.36,47.97,49.05,31.77,64.65,50.69,20.49,7.48,5.47,63.45,226.81,79.53,24.37,57.18,153.00,167.62,103.98,142.55
17.25,31.25,22.96,23.15,86.80,116.85,20.55,25.72,58.60,106.87,217.08,174.77,45.40,119.43,244.57,35.76,48.04,124.61,71.68,33.67,14.06,9.01,5.85,39.86,137.97,76.56,32.19,104.36,148.43,268.66,142.71,153.41
17.25,33.25,34.20,36.76,96.84,62.22,16.27,36.47,53.27,22.74,373.60,162.02,8.26,148.72,420.43,24.49,25.70,103.59,67.60,7.92,0.50,0.99,8.45,39.18,151.08,21.50,6.45,73.91,112.17,221.35,113.03,78.57
17.25,35.25,59.22,90.70,178.78,77.90,33.75,42.92,118.49,55.22,406.69,191.56,5.83,139.47,309.43,35.72,73.96,80.04,66.03,56.34,3.01,4.32,25.54,137.72,155.12,31.94,21.03,88.07,53.87,131.36,185.52,40.17
17.25,37.25,207.02,306.90,536.40,318.94,122.10,171.75,406.81,408.92,1352.33,632.27,38.76,432.96,1045.77,112.35,174.33,364.67,155.26,210.70,55.67,79.05,90.75,445.02,645.47,128.13,78.65,284.69,311.21,340.06,570.97,76.12
17.25,39.25,210.20,258.64,48.40,330.82,68.60,88.56,224.13,649.36,281.08,294.66,39.43,96.00,218.38,62.95,176.26,334.35,91.22,366.71,175.10,30.71,147.36,300.81,247.96,191.69,316.79,4.63,105.89,31.27,114.51,218.16
17.25,43.25,588.47,129.11,253.23,826.49,114.29,234.07,176.16,2231.63,1367.25,865.54,62.87,802.64,514.80,690.88,1165.52,447.92,378.74,1158.18,411.76,230.50,796.41,541.94,438.90,232.13,146.61,156.00,478.58,187.77,233.39,928.85
17.25,45.25,919.07,189.90,251.30,341.44,102.43,48.28,338.57,1003.16,352.38,194.24,36.93,420.61,263.30,204.93,466.80,191.47,198.37,2119.53,742.45,84.91,511.70,441.76,18.57,44.18,44.29,135.12,479.00,119.04,145.10,144.25
17.25,47.25,210.06,420.84,274.16,314.05,204.41,212.30,357.83,911.43,399.53,204.77,98.44,354.69,281.23,296.11,576.98,292.60,212.39,235.34,967.88,129.63,561.81,468.57,181.03,97.79,103.19,60.63,293.25,171.04,127.55,268.13
17.25,49.25,41.73,304.01,148.10,213.07,298.15,31.13,181.50,392.07,349.43,96.64,4.07,295.70,151.14,96.10,240.24,196.76,190.27,93.61,304.29,98.94,388.18,356.64,58.03,79.52,24.24,27.26,111.13,10.86,81.50,94.20
17.25,51.25,9.27,149.60,24.56,90.92,177.66,4.37,24.16,65.32,164.82,35.03,7.76,98.64,90.16,8.64,7.25,80.18,187.43,36.16,63.05,115.35,109.80,238.81,59.37,58.78,6.15,12.12,23.28,5.62,8.08,30.52
17.25,53.25,53.54,841.10,89.04,354.27,243.79,57.07,81.66,252.34,718.74,215.28,30.88,197.35,298.74,55.19,164.32,423.36,336.06,63.07,118.06,322.70,276.00,686.78,255.95,225.66,67.50,77.84,215.41,40.52,93.84,159.94
17.25,55.25,173.20,439.33,87.85,228.85,204.07,12.59,18.67,139.10,500.66,266.93,31.71,246.14,240.16,81.67,184.39,267.13,44.71,70.24,128.41,145.74,194.56,486.48,55.65,289.66,66.52,76.36,178.54,60.40,129.50,57.41
17.25,75.25,323.54,645.63,743.71,573.41,822.12,615.15,460.61,326.85,874.87,528.82,549.63,941.89,352.44,340.59,684.67,343.01,720.62,729.44,199.27,660.44,806.07,703.85,329.75,872.21,316.21,935.56,1132.57,296.92,341.25,187.24
17.25,77.25,523.75,843.78,987.30,867.22,830.35,919.13,482.09,868.34,1244.05,789.11,797.19,1266.98,563.29,1025.49,1061.99,475.95,861.47,878.52,325.39,723.81,1141.33,978.04,563.22,1669.49,503.82,1189.21,1183.33,542.84,828.94,522.58
17.25,79.25,566.50,925.53,1212.12,918.13,693.97,887.53,352.90,868.25,1313.77,685.93,914.73,1623.10,704.99,1529.28,1344.64,722.36,738.15,824.24,292.93,552.46,1174.43,758.36,721.32,2137.32,557.57,1133.39,983.08,573.09,1024.29,539.16
17.25,81.25,1043.98,1474.05,1759.25,1029.42,1185.98,1260.96,733.89,1230.67,1761.97,1025.66,1606.15,2001.25,1355.35,1673.73,1849.51,1410.24,1309.81,1347.97,553.19,982.64,1368.47,868.89,1289.18,2435.48,1019.10,1349.33,1345.45,938.12,1190.01,811.64
17.25,95.25,1597.45,1641.62,2178.09,1875.57,1449.58,2953.09,2372.80,2119.71,2032.07,1354.48,1868.50,2653.64,1620.42,2116.93,2707.39,2244.20,2640.65,1667.20,1680.52,1905.72,1933.76,1893.54,1434.97,1831.48,1654.09,1465.65,1953.01,2616.48,2378.18,1914.76
17.25,99.25,2859.56,1764.86,2582.21,2005.22,1638.80,3218.88,2634.03,2078.57,2500.87,1923.36,1537.10,2433.99,1318.43,2672.39,2403.15,1650.47,1930.42,2205.48,1427.67,2119.51,2257.78,1977.85,1273.18,2019.77,1844.19,1609.35,1735.68,2335.96,2286.40,1264.29
17.25,101.25,2664.26,2096.61,2618.57,2548.12,2150.79,3277.16,2816.45,2490.42,2642.33,2664.06,1940.84,2928.22,1754.14,2854.86,2474.34,1852.94,2333.44,2542.97,1899.70,2474.86,2239.66,2779.44,1567.10,2252.49,2318.36,2198.60,1847.47,2571.75,2497.38,1616.80
17.25,103.25,2798.82,2624.38,3168.33,2876.29,3131.16,3842.47,2926.30,3348.40,2766.19,3588.99,2270.03,3326.09,2369.84,3416.32,2623.54,2446.75,2865.55,2714.97,2527.29,2759.34,2533.02,3492.82,2230.78,2946.23,3072.79,2261.33,2333.99,2774.93,2849.21,2096.49
17.25,105.25,5775.36,5603.80,6786.93,6813.05,7034.72,7671.25,5945.89,7267.98,6240.95,6961.22,4548.55,7356.07,5644.10,7640.51,5787.83,6509.89,6330.25,5437.68,5918.06,6138.16,5270.30,7701.23,5675.06,6514.56,8404.51,5342.16,5509.09,5060.00,7048.96,4268.84
17.25,107.25,3381.74,2661.85,3196.53,3723.89,3540.22,4806.52,3225.63,3181.59,3921.08,3015.79,2068.93,4124.28,2466.64,3527.75,3031.72,2660.47,3870.65,3783.68,2678.96,3117.22,2593.59,4069.42,2715.17,3534.65,4745.56,2825.50,2990.57,2456.11,4047.73,2130.76
17.25,121.25,2012.48,2810.40,3332.20,2811.05,1784.61,2569.70,1921.32,1827.70,2177.28,2823.60,2178.08,1755.57,2732.71,2944.53,2142.16,1805.68,1666.60,2287.38,2851.36,2216.02,3658.71,3176.64,1380.93,3487.16,1224.96,2422.55,2197.36,1898.41,2204.02,2053.88
19.25,-102.75,1101.11,659.59,1104.66,812.01,717.91,772.28,734.86,695.24,964.64,1105.63,731.90,594.58,944.74,562.84,913.18,646.98,952.29,589.72,371.67,783.34,1169.02,906.73,700.80,690.96,595.71,869.83,871.50,543.33,476.93,690.03
19.25,-100.75,1330.00,979.76,1584.75,1271.60,1026.11,1223.33,770.47,971.25,1101.85,1185.03,1227.23,780.91,1231.65,705.04,1122.43,1021.49,979.55,820.65,541.34,916.04,1461.86,1084.22,1013.84,863.47,747.86,830.21,1236.14,775.58,658.09,1032.55
19.25,-98.75,1108.48,523.59,1324.51,1147.93,1103.46,853.15,734.62,809.91,1056.47,1415.42,1178.63,548.59,1365.94,610.74,762.79,1183.64,867.45,925.98,567.11,607.58,1558.05,843.11,1029.80,812.01,476.68,570.83,1422.34,684.53,781.72,1115.04
19.25,-96.75,1509.07,754.89,1640.75,1475.88,1490.72,1096.43,1499.50,1483.46,1640.28,1889.85,1596.12,1080.52,1618.65,1136.15,1081.52,1718.01,1298.25,1264.42,886.36,1104.74,1751.41,1187.01,1339.13,1322.83,880.39,1030.62,1804.48,1244.85,932.58,1156.71
19.25,-90.75,249.69,179.60,484.04,385.29,441.85,391.69,477.57,548.11,453.93,813.58,322.66,167.81,277.60,750.24,497.03,755.56,556.27,271.35,155.41,428.68,329.70,344.30,402.12,749.17,506.89,659.98,961.75,367.95,537.05,506.17
19.25,-88.75,505.50,671.06,2114.24,1024.52,960.48,1426.40,1220.61,2235.54,1516.34,2528.35,1145.68,500.77,784.01,2136.47,1779.21,2615.32,2464.77,933.49,434.21,1048.96,947.37,836.54,766.84,2574.73,1566.79,2352.49,2999.35,1147.17,1698.74,2116.22
19.25,-70.75,1920.52,2385.20,2477.26,1797.27,2797.93,2375.01,1288.36,1809.82,2457.14,3396.54,3413.44,2523.96,2169.90,2831.71,4160.50,3644.97,2528.66,2898.21,1229.78,2836.43,2601.16,2171.65,1237.85,2565.97,3541.43,3569.64,3724.36,2323.07,2374.41,4208.30
19.25,-14.75,159.69,146.14,141.47,62.30,95.25,230.32,50.42,13.59,106.60,109.28,109.08,228.77,220.68,12.57,38.85,143.97,25.94,67.03,115.01,202.36,198.90,77.13,169.76,91.04,53.47,103.55,182.37,103.47,67.03,80.09
19.25,-12.75,135.79,122.99,108.54,60.48,141.15,112.34,64.69,12.66,72.52,87.64,90.61,225.78,181.14,1.06,51.04,110.21,18.63,50.56,114.42,131.67,152.61,53.84,129.93,54.16,26.16,24.76,87.13,83.95,84.56,50.68
19.25,-10.75,91.62,194.95,141.17,44.40,111.55,143.98,109.28,29.65,91.98,104.00,64.97,274.70,243.27,1.36,88.30,130.17,23.23,40.18,224.34,114.74,213.51,74.36,211.57,42.60,51.80,30.66,65.00,118.39,146.81,69.66
19.25,-8.75,76.74,239.99,152.75,35.87,83.04,92.53,143.90,8.72,69.27,37.40,94.12,152.03,151.58,4.24,50.84,195.21,27.17,60.91,100.69,46.01,283.18,42.20,183.32,22.05,42.56,24.00,33.31,107.82,107.40,140.64
19.25,-6.75,129.13,552.24,247.05,63.19,193.28,362.34,466.17,25.64,302.70,271.02,323.31,486.42,504.03,91.95,158.77,677.78,123.49,91.44,219.09,96.90,698.94,386.58,677.99,34.86,101.72,194.92,133.92,417.27,225.52,563.96
19.25,-4.75,172.81,441.86,204.83,24.72,175.69,264.26,550.23,48.09,182.04,95.30,236.06,373.03,414.31,23.35,153.12,418.08,52.04,76.67,183.49,92.67,357.01,137.41,516.38,40.37,98.01,30.57,38.91,303.10,250.55,317.16
19.25,-2.75,128.69,221.41,104.79,20.66,112.43,163.42,372.76,36.14,99.05,61.71,134.80,227.90,223.47,17.04,92.71,203.99,21.90,65.46,121.24,66.63,179.48,71.50,268.06,38.41,61.63,21.28,31.74,144.13,158.16,128.39
19.25,-0.75,100.85,190.50,88.93,28.67,104.48,149.74,420.64,43.34,103.19,79.66,131.05,296.83,196.10,4.91,141.68,147.01,11.69,75.50,182.04,43.69,176.14,60.99,279.94,54.25,55.59,38.81,62.37,189.76,109.03,142.66
19.25,1.25,88.00,198.59,65.58,19.91,149.90,131.90,311.29,36.01,101.47,107.79,88.48,346.03,169.13,4.14,160.31,61.97,26.50,39.64,249.85,100.70,193.11,57.75,291.06,44.95,50.37,43.28,94.30,173.05,87.13,185.67
19.25,3.25,341.58,827.96,171.75,107.15,521.33,359.86,847.78,166.47,265.93,416.23,417.64,850.65,304.51,160.65,349.82,247.95,356.34,377.10,886.50,623.82,609.88,405.83,836.04,250.79,247.70,79.65,229.00,562.72,363.43,250.30
19.25,5.25,421.57,714.31,288.99,160.57,935.42,638.21,1512.15,310.03,427.69,708.77,490.82,1507.46,751.39,71.27,542.83,234.35,196.93,230.25,1294.05,849.47,956.45,479.23,1164.96,256.18,302.95,120.19,469.58,880.77,470.94,411.36
19.25,7.25,248.39,389.28,175.20,256.21,420.40,240.26,559.38,90.83,209.55,209.16,174.55,337.48,302.59,107.34,94.63,38.97,334.40,436.98,312.38,243.81,414.55,208.41,364.27,94.32,153.75,34.69,364.46,159.70,454.56,140.99
19.25,9.25,72.00,34.78,12.61,30.06,29.83,8.03,140.53,21.78,18.86,19.61,24.05,58.08,66.85,0.97,11.12,11.93,103.65,24.41,93.33,25.89,50.23,20.35,48.66,4.75,5.99,16.33,146.30,17.89,57.42,12.95
19.25,11.25,89.32,91.25,20.82,104.20,49.50,19.62,139.83,66.53,41.71,31.70,24.54,159.29,36.95,16.09,15.39,15.79,151.04,126.90,180.96,119.34,15.39,78.78,68.70,63.20,17.15,8.97,93.51,12.10,90.02,20.39
19.25,13.25,110.77,78.77,73.78,105.19,68.42,33.21,171.93,71.87,80.58,42.40,22.87,188.95,149.53,27.79,28.14,18.68,101.82,119.76,130.81,108.79,43.52,65.18,117.23,133.90,17.83,55.71,88.28,44.41,58.49,36.91
19.25,15.25,202.43,84.48,121.83,221.17,158.60,62.72,261.95,143.17,150.93,56.92,67.22,428.38,183.16,101.67,84.72,12.12,129.35,302.01,194.73,179.59,69.01,95.01,292.83,368.95,30.51,105.02,209.92,63.44,57.53,106.07
19.25,17.25,104.75,31.89,68.32,133.88,136.11,44.75,125.42,67.45,78.12,31.42,35.32,229.77,98.54,57.96,52.00,4.21,44.61,162.57,72.75,60.75,41.30,36.45,184.18,181.73,18.42,47.37,105.63,42.30,37.25,78.18
19.25,19.25,70.78,1.79,43.93,147.05,178.54,29.44,67.43,36.72,57.80,15.56,13.55,176.34,46.99,43.92,31.53,0.11,20.72,131.37,36.04,18.13,20.04,25.44,168.34,119.40,21.70,22.49,64.85,38.58,28.16,75.45
19.25,21.25,49.64,0.26,41.45,126.10,108.76,17.55,40.67,35.82,41.46,5.57,3.29,100.17,36.29,26.04,1.79,0.68,3.59,74.41,2.25,11.00,12.16,11.78,141.24,64.31,17.31,4.07,24.43,26.42,12.99,82.09
19.25,23.25,77.34,0.36,139.97,215.07,190.30,57.36,35.46,32.73,124.51,30.29,0.49,76.86,81.73,41.05,13.14,1.49,22.51,150.13,1.38,8.78,30.67,22.27,353.11,164.73,11.16,2.44,92.99,32.36,15.88,143.51
19.25,25.25,14.61,12.27,104.64,289.42,137.15,32.35,24.82,32.51,138.91,33.64,1.48,16.68,66.55,33.00,13.26,4.69,27.94,101.09,0.33,1.21,15.43,16.57,236.52,158.57,1.12,0.00,100.85,23.35,58.01,105.21
19.25,27.25,0.33,1.77,29.95,113.59,37.30,4.66,3.33,21.33,92.63,14.60,1.74,4.16,20.36,2.90,3.62,1.84,9.20,16.18,0.11,0.12,2.17,4.81,52.10,30.08,0.30,0.00,71.20,30.08,25.72,38.56
19.25,29.25,0.86,2.49,41.27,99.88,53.80,5.63,4.20,32.11,392.04,7.92,2.63,6.09,15.95,4.28,12.03,1.38,15.37,10.45,1.01,0.37,1.72,6.96,43.90,24.15,2.50,2.06,195.69,57.14,24.75,55.76
19.25,31.25,4.10,1.14,26.35,79.66,20.10,17.81,7.91,36.68,196.34,14.53,1.10,10.74,4.13,7.66,18.26,0.62,35.26,18.73,5.39,0.68,2.44,13.56,38.56,15.24,13.81,9.86,40.55,38.44,26.90,87.19
19.25,33.25,5.15,3.70,21.58,65.87,11.34,30.74,18.03,86.71,182.58,35.91,2.29,15.38,14.88,25.57,50.47,23.65,17.31,16.33,13.05,0.38,1.70,13.98,167.42,19.93,25.09,9.95,16.01,125.14,106.34,115.74
19.25,35.25,13.64,42.31,27.95,48.74,10.76,19.31,30.01,89.22,399.54,47.01,13.31,18.72,24.20,22.20,91.22,56.60,12.88,27.17,20.02,0.00,9.84,26.57,229.51,16.76,26.16,9.72,9.03,160.31,90.83,97.79
19.25,37.25,175.83,298.96,9.65,87.67,26.41,0.49,94.94,130.23,375.74,134.99,40.60,65.15,93.61,8.17,108.99,202.62,33.49,89.98,45.80,0.12,45.91,187.78,472.70,38.21,23.26,5.80,43.94,264.16,70.97,68.98
19.25,43.25,59.12,57.55,40.43,390.89,59.80,17.49,121.32,767.80,545.52,159.58,8.94,296.00,198.21,284.19,467.70,165.93,165.45,373.11,239.78,37.69,204.55,309.04,248.79,237.74,118.23,55.78,185.87,74.85,88.66,185.16
19.25,45.25,53.65,127.05,29.06,134.98,36.79,5.90,120.40,440.90,349.34,110.61,0.00,314.82,83.20,235.99,244.93,99.69,89.60,69.25,164.84,20.09,149.08,181.91,349.74,63.36,69.20,28.88,127.16,13.74,42.02,38.98
19.25,47.25,90.92,380.12,62.68,292.30,87.29,18.60,201.38,772.73,657.65,190.94,3.82,642.36,75.04,274.03,650.00,144.77,113.39,99.78,504.96,33.75,191.33,192.90,89.85,29.52,10.19,33.63,196.74,7.70,70.88,46.50
19.25,49.25,64.22,377.97,60.73,186.13,106.25,10.90,116.26,540.37,676.28,468.89,2.48,498.20,72.86,356.52,739.16,164.55,96.71,66.30,799.50,15.61,141.96,160.80,71.77,8.65,7.69,9.76,80.82,17.77,60.18,0.49
19.25,51.25,43.76,404.79,75.60,171.62,344.65,77.27,14.68,211.74,650.29,432.32,12.64,411.12,353.73,181.24,307.05,330.43,145.42,109.73,67.76,11.85,230.70,415.90,131.04,18.39,15.15,1.96,81.54,223.61,4.21,0.00
19.25,53.25,22.32,349.42,23.19,63.38,361.14,38.75,9.43,71.01,1472.10,515.05,22.46,356.64,350.43,182.35,567.59,259.45,78.58,103.69,29.07,25.85,303.95,438.76,89.43,106.15,1.73,4.55,127.78,102.16,9.40,4.32
19.25,55.25,11.51,285.83,15.32,10.45,294.79,28.48,7.44,21.98,1170.57,307.03,14.21,220.83,277.89,60.20,380.41,143.96,6.84,54.93,11.84,22.12,243.67,278.24,55.30,171.80,15.71,27.91,87.88,60.70,22.94,2.82
19.25,57.25,27.95,181.80,18.84,19.34,210.88,13.15,29.73,23.21,474.33,142.97,15.94,126.98,412.18,118.65,125.06,80.33,36.27,41.29,32.02,353.46,136.50,230.14,57.60,156.39,24.61,67.87,28.14,20.41,139.26,4.07
19.25,73.25,1763.94,2456.16,2412.22,1341.20,2049.58,2763.75,1108.29,1740.95,2655.28,2284.64,1571.01,2318.71,1799.74,1755.26,2050.35,1010.02,1843.30,1856.10,1644.97,1374.66,2694.39,2546.81,1840.04,2178.36,1644.97,2210.16,1721.31,1289.01,1768.79,1669.63
19.25,75.25,674.17,811.65,641.79,551.45,1059.92,881.79,371.56,411.05,534.03,590.49,497.24,1171.39,294.21,483.06,814.22,267.74,773.61,729.70,354.55,672.02,1039.76,779.91,662.16,794.64,501.61,733.60,517.85,473.78,908.65,573.64
19.25,77.25,821.74,952.85,1014.41,693.84,1143.64,1250.10,460.30,719.49,940.34,869.91,752.14,1431.65,599.52,1279.30,1090.29,657.98,1092.90,713.15,754.18,766.66,1217.69,809.50,910.02,1490.41,839.30,841.35,626.76,908.70,1514.05,961.80
19.25,79.25,887.32,1160.95,1192.01,664.50,1114.16,1699.67,466.67,877.50,1078.26,1014.36,1198.35,1574.66,1177.59,1563.76,1545.53,1078.20,1372.33,943.79,749.36,824.18,1096.95,652.01,1089.99,1753.56,885.62,766.38,727.86,1092.07,1502.51,866.69
19.25,81.25,1202.22,1438.24,1336.08,859.39,1536.05,2085.02,799.92,1319.60,1272.87,1233.76,2007.11,1532.53,2089.56,1927.77,1540.23,1528.63,1793.55,1471.68,790.56,1161.83,1296.19,899.43,1436.77,1572.04,1439.26,1045.51,1198.79,1297.97,1262.01,1084.96
19.25,83.25,1473.99,1567.40,1475.78,1057.62,1596.72,2108.52,1173.83,2052.68,1329.03,1137.70,2434.27,1800.20,2189.19,2021.26,1444.61,2046.79,1674.03,1263.42,965.43,1590.56,1197.21,914.32,1558.74,1698.88,1627.94,947.06,1289.33,1385.99,1014.31,1418.17
19.25,95.25,1130.13,970.21,1806.88,1004.28,737.06,1781.62,1216.09,1590.11,1254.26,1061.16,1018.42,1645.19,995.19,1337.95,1254.97,1019.14,1403.10,1151.88,1229.44,1048.66,1425.17,1269.41,889.91,956.08,1066.75,990.82,1214.23,1356.29,1326.61,865.67
19.25,97.25,2271.23,2251.71,3088.47,2332.73,2055.73,3355.98,2954.87,2985.66,2560.43,2734.85,2269.46,2887.05,2281.31,2762.31,2620.68,1832.25,2461.82,2450.35,2486.50,2388.78,2716.50,2567.15,1891.89,2207.00,2375.17,2477.29,2311.22,2922.27,2255.89,1564.13
19.25,99.25,2677.24,2560.06,3073.15,2694.36,2790.64,3861.42,3461.04,3507.48,3145.75,3565.87,2244.45,2976.80,2438.43,2935.70,2821.16,1898.40,2617.73,2890.96,3056.54,2596.44,2884.43,3085.59,2000.41,2463.62,2815.44,3218.07,2299.62,3591.34,2807.24,1822.39
19.25,101.25,2816.60,2746.24,3360.85,3343.42,3814.27,4179.46,3837.55,3362.55,3410.34,4171.92,2665.67,3203.16,2521.23,2621.73,2890.56,2158.86,3014.72,2873.87,3565.11,2882.98,3022.22,3868.76,2261.25,2385.51,3653.52,3773.91,2484.16,4127.65,3000.03,2170.12
