latitude,longitude,cmip5_prAdjust_2021_mm_year,cmip5_prAdjust_2022_mm_year,cmip5_prAdjust_2023_mm_year,cmip5_prAdjust_2024_mm_year,cmip5_prAdjust_2025_mm_year,cmip5_prAdjust_2026_mm_year,cmip5_prAdjust_2027_mm_year,cmip5_prAdjust_2028_mm_year,cmip5_prAdjust_2029_mm_year,cmip5_prAdjust_2030_mm_year,cmip5_prAdjust_2031_mm_year,cmip5_prAdjust_2032_mm_year,cmip5_prAdjust_2033_mm_year,cmip5_prAdjust_2034_mm_year,cmip5_prAdjust_2035_mm_year,cmip5_prAdjust_2036_mm_year,cmip5_prAdjust_2037_mm_year,cmip5_prAdjust_2038_mm_year,cmip5_prAdjust_2039_mm_year,cmip5_prAdjust_2040_mm_year,cmip5_prAdjust_2041_mm_year,cmip5_prAdjust_2042_mm_year,cmip5_prAdjust_2043_mm_year,cmip5_prAdjust_2044_mm_year,cmip5_prAdjust_2045_mm_year,cmip5_prAdjust_2046_mm_year,cmip5_prAdjust_2047_mm_year,cmip5_prAdjust_2048_mm_year,cmip5_prAdjust_2049_mm_year,cmip5_prAdjust_2050_mm_year
23.25,107.25,2449.09,1584.88,2602.19,2199.79,3772.25,2538.03,2677.28,4265.46,2103.17,3229.04,2145.82,3065.99,2292.22,2089.14,3041.93,2155.83,2287.77,2919.99,3592.02,2920.24,2836.06,3411.38,3393.28,1979.78,3047.61,3242.66,2050.17,3500.89,1893.19,1366.16
23.25,109.25,1300.20,927.76,1499.63,1210.39,2227.10,1333.05,1467.22,2268.77,1163.58,1596.88,1104.44,1644.53,1180.81,1141.80,1435.88,951.21,1209.16,1477.83,1840.75,1303.92,1366.23,1670.32,1584.47,1318.04,1604.61,1693.36,1064.49,1608.40,1146.38,972.11
23.25,111.25,1334.18,1163.86,1529.51,1296.00,2245.83,1447.23,1661.85,2483.70,1290.96,1661.61,967.57,1580.93,1243.31,1364.07,1607.11,1035.79,1644.89,1577.20,1934.90,1348.03,1242.79,1563.39,1558.18,1608.05,1728.79,1783.77,1114.34,1365.98,1481.85,1339.53
23.25,113.25,5023.99,4862.86,5556.94,5364.67,7587.67,4956.18,6352.03,8647.32,5165.88,6289.83,3858.83,5482.00,4324.66,4749.39,6044.35,4031.10,5664.72,6029.59,6431.34,4791.11,4103.65,5578.43,5449.21,5287.53,6174.58,6556.70,3523.92,4704.59,5455.09,3990.00
23.25,115.25,3243.52,3901.11,3593.86,4287.23,5621.92,3317.49,5249.04,6567.81,3430.62,4306.70,3075.83,3719.33,2990.97,3530.26,4309.60,2708.21,4029.55,5004.26,4751.87,3071.76,2739.54,4139.18,4351.77,3386.87,4486.12,4621.44,2392.38,4144.32,3906.04,2530.55
23.25,121.25,1624.69,2355.82,2552.02,2895.98,3569.56,2007.94,1984.99,2715.90,1818.39,3270.18,1683.75,1813.04,1180.91,3273.85,1829.51,1821.70,2492.73,2957.66,2050.91,2065.40,2133.94,2851.05,2907.37,2224.17,2446.40,2894.32,1922.06,1902.23,2211.80,1791.50
25.25,-110.75,238.46,187.31,198.13,182.61,136.29,192.55,96.91,177.88,176.69,248.05,197.38,185.79,256.52,138.35,218.08,106.23,173.69,159.17,329.39,154.57,126.34,189.29,294.42,192.15,396.51,173.00,108.53,270.03,139.42,210.43
25.25,-106.75,1409.04,870.04,679.58,1063.52,1048.33,1017.45,1658.03,893.69,1073.74,1091.11,1234.85,849.15,1431.74,891.40,1311.79,838.59,943.01,851.32,1478.36,1044.86,1245.11,1166.82,1146.34,1375.71,1405.96,1052.78,1410.85,1617.70,749.64,707.73
25.25,-104.75,732.68,432.81,360.65,623.42,220.62,496.98,672.44,490.93,295.33,348.85,563.19,212.15,782.70,404.44,707.33,435.68,466.40,335.44,639.12,461.08,683.81,658.77,638.26,502.22,555.33,473.50,823.20,704.10,381.02,702.46
25.25,-102.75,396.75,157.09,260.06,427.63,121.67,287.47,372.34,378.38,135.93,135.25,371.30,117.92,613.71,197.79,293.18,290.28,377.62,100.11,436.39,178.48,282.81,454.77,261.91,138.07,266.73,346.17,488.84,429.55,281.50,643.12
25.25,-100.75,405.48,301.59,604.80,835.13,445.34,669.01,482.32,658.19,282.84,231.76,540.33,324.14,854.75,394.47,437.33,519.49,507.54,196.09,552.10,291.10,365.59,519.47,437.50,224.78,442.95,595.39,690.68,614.96,785.30,830.95
25.25,-98.75,800.53,963.61,2117.21,2676.30,1437.06,1448.61,1363.56,1419.06,1282.53,670.52,1041.22,972.50,1745.87,700.01,766.80,1406.21,950.39,882.11,1160.21,653.19,814.86,1121.87,1025.45,401.41,831.33,1377.39,1389.84,1561.70,2278.23,1414.42
25.25,-12.75,65.73,479.83,21.15,68.57,44.88,180.20,85.31,37.22,63.66,57.59,66.39,409.91,280.76,3.66,212.28,30.47,23.41,11.47,123.83,2.10,184.45,7.22,341.02,26.81,10.44,49.77,40.64,63.12,36.64,198.95
25.25,-10.75,218.53,469.60,43.74,103.34,49.35,248.24,110.24,98.30,79.76,84.19,20.56,804.04,408.47,0.46,215.75,84.37,9.25,33.81,431.02,3.17,158.34,33.92,368.18,22.05,15.78,98.23,24.54,186.84,45.36,156.40
25.25,-8.75,290.06,440.21,206.14,210.42,63.18,333.57,261.98,119.19,88.52,157.18,39.84,1137.22,707.98,4.09,98.97,143.29,2.68,93.85,381.09,9.05,32.91,101.58,786.33,54.17,25.42,89.54,27.33,543.78,151.63,145.12
25.25,-6.75,305.33,602.93,190.94,297.52,63.81,357.52,379.33,121.48,137.95,222.22,119.73,845.84,835.08,4.81,99.66,447.61,3.65,162.11,458.54,46.37,217.41,395.50,1141.66,27.92,37.77,46.62,72.15,644.19,163.48,312.34
25.25,-4.75,171.02,531.22,77.63,189.39,48.88,187.32,340.32,62.86,146.63,138.32,175.21,639.63,686.43,11.81,70.76,421.92,5.42,148.95,354.52,54.77,222.78,367.01,858.22,5.81,32.44,13.77,55.55,373.15,136.06,254.71
25.25,-2.75,55.54,304.51,18.96,58.22,40.76,46.89,199.17,17.92,108.08,40.79,141.94,332.97,388.62,9.39,69.48,208.54,4.91,87.51,162.23,33.25,126.32,142.97,363.01,1.39,22.27,4.64,23.64,159.04,67.71,90.40
25.25,-0.75,17.38,128.47,6.01,7.50,34.85,11.02,93.39,5.31,66.04,8.35,74.85,97.32,167.65,3.37,56.42,79.34,4.27,40.55,52.00,16.58,55.03,21.08,111.48,0.85,10.39,3.40,8.82,97.38,24.46,28.29
25.25,1.25,16.31,102.97,11.26,4.55,59.65,19.61,108.65,4.53,93.36,8.16,82.23,47.24,154.60,2.12,60.67,88.26,9.27,43.13,55.64,27.03,59.75,6.15,110.74,0.49,0.79,5.61,11.01,125.38,46.18,87.48
25.25,3.25,33.89,82.26,29.60,30.38,66.57,41.51,130.69,19.40,100.71,14.60,123.65,24.70,161.60,5.95,33.28,53.68,8.99,41.96,154.17,27.35,104.11,13.54,100.81,4.71,2.94,9.27,5.11,85.48,140.03,74.01
25.25,5.25,47.74,56.30,21.23,54.50,61.60,65.37,176.81,13.28,33.66,4.61,173.19,16.77,149.78,10.79,16.82,19.02,29.25,46.06,143.52,20.58,134.63,16.24,118.20,12.94,8.65,7.34,16.05,26.48,218.68,76.42
25.25,7.25,23.37,38.12,165.64,50.37,73.41,22.23,99.69,10.53,12.55,8.98,74.17,24.71,104.93,6.12,13.23,7.07,6.00,27.51,64.50,160.12,103.23,2.79,102.99,7.27,12.14,24.42,18.55,36.59,151.62,67.86
25.25,9.25,66.94,38.01,233.99,41.05,48.92,22.97,77.43,44.32,85.97,20.12,107.35,270.43,192.05,22.26,58.13,11.95,9.93,46.99,237.50,232.50,181.48,3.14,124.55,10.59,26.07,54.00,35.20,16.70,182.02,73.66
25.25,11.25,231.20,76.62,24.76,13.54,28.84,47.20,144.98,52.37,32.09,4.57,267.71,198.68,139.74,42.51,86.10,12.03,57.85,160.44,162.23,103.23,244.26,0.97,38.19,43.49,2.54,17.74,78.74,9.36,122.14,61.50
25.25,13.25,115.45,30.61,10.55,4.77,3.19,11.69,59.37,59.93,3.16,9.18,60.30,26.25,57.68,19.93,19.78,1.69,61.08,73.92,60.01,71.11,74.55,0.21,13.54,13.31,4.94,3.52,19.10,5.19,32.36,22.13
25.25,15.25,93.32,20.68,12.41,1.85,0.60,11.41,66.82,66.13,0.00,16.38,24.03,11.19,42.11,19.24,9.38,0.74,81.07,67.91,60.30,72.00,37.31,0.10,11.59,13.95,5.72,1.43,18.91,6.42,20.46,10.77
25.25,17.25,63.69,11.03,11.63,4.34,0.82,18.10,62.34,51.87,0.00,21.28,11.30,13.68,21.60,13.45,6.57,2.65,84.00,71.62,71.68,63.78,14.36,0.00,13.37,16.42,4.31,3.78,28.51,5.10,12.22,5.39
25.25,19.25,35.50,4.30,6.56,13.29,0.73,25.79,40.46,26.19,0.00,22.21,11.85,12.68,3.51,4.54,6.28,6.30,71.36,80.67,77.94,52.32,4.02,0.00,16.66,15.24,2.24,9.26,39.79,1.74,3.82,6.07
25.25,21.25,13.85,2.15,0.24,24.70,1.07,27.26,22.21,0.00,0.00,18.01,21.39,9.05,7.17,0.00,3.03,9.64,51.87,75.66,54.25,39.50,1.15,0.00,19.09,4.25,1.41,15.01,46.71,0.50,0.87,5.11
25.25,23.25,17.08,0.28,0.00,13.65,0.91,18.76,33.13,0.18,0.29,7.38,13.10,7.53,8.53,0.00,0.77,5.57,24.84,30.82,22.45,20.90,12.20,0.18,19.88,1.01,1.80,35.01,29.58,1.86,0.47,8.88
25.25,25.25,22.88,0.70,0.55,12.13,0.70,24.17,47.84,0.88,0.42,5.20,15.01,8.24,16.12,0.66,0.00,6.33,18.48,18.29,12.44,17.37,43.08,0.71,33.56,0.76,12.04,106.49,43.20,11.28,0.30,8.40
25.25,27.25,4.31,0.73,0.38,2.67,0.52,6.09,16.07,0.38,0.23,1.08,3.80,1.54,7.61,0.86,1.08,2.80,1.86,1.85,0.75,4.29,16.75,0.27,12.25,0.33,9.60,53.46,17.30,8.90,0.14,2.27
25.25,29.25,0.23,1.41,0.38,1.98,1.45,2.68,19.31,2.31,0.68,0.74,1.80,0.73,9.82,1.07,2.43,4.80,0.10,0.97,0.65,5.56,4.41,0.00,8.63,1.17,10.78,34.70,12.95,12.19,0.66,8.65
25.25,31.25,1.61,2.14,1.45,0.52,2.73,6.26,30.27,12.04,2.63,0.12,2.33,1.67,15.95,0.00,1.83,9.38,0.00,1.86,0.10,7.47,10.52,0.00,6.54,4.40,11.16,12.84,4.46,20.25,2.14,23.48
25.25,33.25,3.87,3.63,0.67,11.44,3.56,6.68,21.99,20.58,1.21,0.00,2.42,2.87,17.04,1.98,10.00,7.83,0.30,3.68,0.69,6.08,15.94,0.35,12.95,1.94,16.04,14.10,1.76,9.86,7.70,29.81
25.25,39.25,32.01,195.05,17.70,170.72,45.23,1.45,91.49,99.84,16.13,13.74,19.94,37.16,14.25,9.25,67.79,108.19,19.65,72.16,173.49,116.08,22.82,201.57,75.45,115.52,98.81,25.36,3.30,282.29,41.94,408.51
25.25,41.25,329.00,300.15,50.80,205.76,128.82,25.98,275.96,191.47,56.44,74.39,37.02,91.32,60.00,61.39,230.74,84.38,45.72,278.64,317.44,118.08,201.17,510.66,139.33,115.89,383.09,118.80,25.30,92.53,102.84,281.74
25.25,43.25,379.86,252.57,46.03,355.37,173.13,37.23,168.02,341.38,64.79,59.66,16.52,182.69,44.90,59.59,267.87,336.10,42.45,309.13,294.51,208.61,106.12,406.14,173.74,160.59,235.57,144.87,11.11,134.37,140.19,282.68
25.25,45.25,259.93,56.65,13.70,427.52,97.26,17.10,97.73,381.65,53.63,19.31,0.72,69.61,15.81,66.89,328.12,313.43,48.39,261.81,245.31,95.70,86.01,142.74,239.89,170.20,185.05,171.07,32.55,59.16,172.45,273.95
25.25,47.25,212.58,93.29,6.73,299.33,52.75,3.11,88.38,374.19,38.22,5.63,7.84,89.52,9.69,66.78,311.28,295.04,80.43,199.27,174.49,65.62,35.70,58.15,366.19,182.09,159.71,176.07,43.66,35.26,117.48,176.32
25.25,49.25,120.39,174.08,2.75,104.03,69.15,0.18,57.66,312.13,46.63,5.82,12.91,81.52,8.18,60.78,146.52,79.92,75.51,162.75,82.43,8.91,4.08,26.83,154.84,96.00,71.94,115.31,59.09,22.26,41.73,71.01
25.25,51.25,687.13,782.28,28.76,404.63,519.33,1.69,120.65,1808.94,551.20,34.45,133.29,315.70,61.71,825.00,263.62,202.91,221.27,710.73,536.18,0.00,16.79,104.20,1551.46,351.01,331.46,537.67,383.60,286.65,195.96,488.14
25.25,67.25,20.54,256.12,8.66,60.00,226.23,344.50,89.88,47.87,1133.91,277.53,55.40,972.11,764.42,852.13,446.21,177.70,809.92,296.89,661.00,77.40,1094.08,489.34,284.40,454.33,60.95,560.52,111.23,48.97,411.44,52.16
25.25,69.25,51.04,552.85,80.40,49.83,182.88,356.93,28.78,99.52,925.65,605.28,35.17,1203.71,1074.74,1128.16,658.68,109.07,600.89,287.63,777.18,154.82,1169.33,605.18,232.03,460.56,28.90,516.39,129.36,27.34,87.55,29.53
25.25,71.25,425.66,1469.79,643.28,118.47,358.90,1520.04,150.26,204.68,1814.65,1815.86,73.57,2210.39,2552.73,1692.65,1202.29,120.01,983.48,261.91,653.04,222.83,1218.55,1207.91,259.69,940.43,28.99,302.41,327.83,26.11,361.53,407.87
25.25,73.25,442.18,784.70,835.68,219.61,496.06,1405.56,283.03,308.36,946.49,955.47,213.07,1160.42,1245.36,1052.74,566.35,305.07,742.94,307.14,479.20,173.11,354.67,727.66,166.76,370.97,16.86,173.55,461.08,89.91,115.98,432.95
25.25,75.25,502.36,576.86,965.90,295.99,460.70,1705.37,483.46,367.24,912.16,842.59,485.02,985.87,1097.36,1176.95,504.45,822.64,660.65,544.37,777.94,343.53,348.70,541.11,386.21,532.73,69.51,201.49,760.42,211.36,123.47,644.83
25.25,77.25,430.95,575.48,884.56,319.45,559.64,1648.03,574.75,307.88,887.08,792.17,738.97,909.92,838.29,1122.47,572.81,1195.47,568.71,645.74,831.80,616.99,467.48,518.84,520.37,530.99,163.80,342.01,698.28,281.17,240.42,759.47
25.25,79.25,283.54,669.99,792.23,205.20,540.96,1243.43,551.28,336.74,910.57,912.96,820.06,900.09,789.73,1029.46,741.94,1352.87,523.87,734.32,791.11,665.48,535.43,497.89,546.39,708.83,438.67,437.45,483.63,357.44,261.46,703.15
25.25,81.25,450.21,697.33,648.34,210.52,747.78,715.85,667.71,323.56,755.45,885.88,887.54,669.65,819.47,676.10,1103.81,1066.56,509.37,603.59,849.82,555.67,861.81,531.27,554.30,823.63,762.08,353.25,604.07,578.78,271.58,567.10
25.25,83.25,528.94,859.98,751.34,464.40,980.88,523.23,1066.09,718.49,743.18,1239.65,914.36,639.01,1083.21,635.23,1264.68,1025.15,713.28,655.78,1072.68,544.05,883.30,606.54,522.65,782.33,906.64,525.43,939.34,1026.35,513.87,789.91
25.25,85.25,801.00,768.34,589.14,985.21,965.37,749.12,1527.74,1125.31,959.23,1534.01,959.59,635.31,876.58,464.85,1451.32,892.50,1007.10,718.99,1403.05,569.49,726.73,749.65,532.43,655.20,1261.10,659.43,1006.76,1183.39,520.00,1254.65
25.25,87.25,1348.34,940.67,872.44,1409.72,1215.56,1103.60,1915.45,1644.51,1540.91,1680.51,1346.69,1061.27,859.42,650.54,1705.50,905.88,1568.74,952.83,1609.51,921.91,955.05,1257.66,933.83,720.16,1731.91,995.60,1288.69,1511.85,719.95,1547.29
25.25,89.25,4271.12,3399.87,3604.12,4950.23,4443.43,4550.23,5087.02,5899.14,5638.02,4782.13,4393.47,4732.54,3013.71,2032.90,4440.93,3506.00,5288.17,2793.77,4924.49,3186.76,3691.16,4763.97,4010.04,2546.28,6142.73,3406.63,3676.77,4963.23,2769.93,4416.10
25.25,91.25,7999.04,8011.02,8761.82,10409.20,8745.58,10994.39,8885.04,11602.56,10928.76,8529.88,8434.94,10839.20,7526.37,5068.13,7991.99,7920.26,8114.95,6575.58,10105.78,7541.62,9189.91,10308.02,7099.04,6308.90,10590.02,7161.44,7217.16,9489.04,6296.30,8521.59
25.25,93.25,6556.36,6672.02,7819.20,8495.41,6697.61,11579.54,6652.14,11097.16,9401.18,6535.63,7677.03,8485.89,6635.06,4110.31,7387.67,7912.33,8110.38,5300.99,8437.86,7145.31,9174.58,8577.05,6034.20,6165.03,9566.14,7701.94,6759.46,7476.25,4965.79,7030.27
25.25,95.25,5825.94,6475.86,5462.64,6788.45,7657.14,7503.81,6438.84,8816.33,5574.47,3990.83,5834.31,7641.28,4321.14,4280.26,6981.18,5698.39,6283.41,4078.49,6237.25,3973.46,8347.77,5529.48,5232.51,3540.27,6749.18,8426.50,5613.81,6508.83,5729.73,4939.07
25.25,97.25,3862.11,4628.39,4656.38,4446.32,4861.86,5767.01,5118.93,6857.70,5065.73,4566.23,5596.81,5497.78,4465.09,3824.27,5485.63,4042.34,4214.55,4348.15,5327.93,2823.87,5331.39,3777.36,4062.57,3438.42,5630.17,6722.60,4455.93,5738.00,5212.26,3704.01
25.25,99.25,1822.83,1911.77,2045.58,2150.13,2229.46,2528.45,2362.45,3256.11,2631.31,2383.01,2426.57,2411.92,2280.39,1769.38,2335.07,1784.53,1894.06,1861.30,2092.80,1861.10,1968.00,1845.99,1763.76,1918.87,2647.29,2717.36,2173.51,2390.70,2309.79,1618.73
25.25,101.25,759.37,780.15,728.01,786.76,888.92,982.96,922.45,1122.40,913.83,1004.47,1034.79,809.54,1033.75,758.47,948.59,755.11,820.28,735.97,797.84,907.05,840.55,775.82,730.88,774.56,1064.34,1177.10,932.80,858.89,943.47,653.30
25.25,103.25,993.03,816.86,755.76,865.32,979.63,981.26,938.84,1083.92,870.91,1066.23,987.26,760.38,1135.15,753.96,1132.22,659.69,798.58,704.70,830.36,1100.07,917.57,968.34,926.64,630.24,1047.30,1210.22,1091.40,1020.14,878.64,598.29
25.25,105.25,1475.67,1021.92,1150.03,1226.07,1403.83,1353.55,1255.18,1557.44,1107.24,1419.55,1251.00,1384.57,1377.25,1028.87,1559.12,916.40,1046.80,968.73,1302.18,1951.25,1352.65,1650.63,1385.45,811.03,1381.91,1661.63,1341.90,1712.82,1095.38,602.88
25.25,107.25,1330.26,1018.31,1323.23,1227.70,1711.24,1286.72,1372.76,1733.51,1065.95,1366.05,1267.03,1604.50,1279.65,1075.53,1560.19,970.20,1089.45,1038.21,1510.72,1749.66,1274.73,1645.02,1453.13,962.81,1418.10,1680.22,1036.04,1816.04,1195.57,600.48
25.25,109.25,1305.59,1122.81,1921.94,1363.10,2565.76,1392.69,1449.07,2312.85,1112.76,1420.66,1351.27,1838.15,1293.97,1462.03,1522.62,1154.10,1279.97,1378.62,1834.85,1783.15,1515.97,1861.48,1700.48,1364.00,1754.86,1868.81,987.11,1890.91,1629.86,1038.26
25.25,111.25,1135.12,1179.15,1875.50,1295.83,2752.97,1480.03,1394.66,2560.72,1020.35,1468.26,1242.94,1725.51,1315.46,1425.13,1348.11,983.03,1317.93,1657.88,1779.32,1639.64,1217.92,1721.44,1716.03,1587.52,1924.87,1797.11,1074.22,1482.76,1733.98,1320.58
25.25,113.25,1140.55,1306.77,1567.17,1281.79,2496.92,1508.86,1391.89,2680.41,985.68,1491.21,1244.23,1629.57,1400.45,1250.35,1341.54,831.04,1408.96,1685.65,1592.57,1358.96,1071.40,1594.95,1683.76,1420.84,1714.07,1713.03,1027.89,1187.88,1586.33,1292.69
25.25,115.25,999.62,1537.69,1673.33,1425.36,2636.76,1568.83,1557.54,2943.11,1092.34,1636.60,1349.02,1731.16,1529.13,1477.29,1474.02,929.66,1509.25,1911.10,1622.59,1210.07,1044.98,1596.34,1967.08,1486.26,1851.99,1859.60,1121.72,1116.73,1751.00,1325.78
25.25,117.25,1006.00,1913.83,1886.59,1808.23,3084.55,1894.32,1730.24,3222.31,1335.65,1982.31,1479.75,1921.96,1679.55,1816.69,1756.02,1206.88,1766.03,2351.07,1857.93,1203.55,1136.30,1774.36,2426.90,1494.15,2013.88,2166.59,1267.05,1299.90,2044.76,1299.54
27.25,-112.75,233.14,227.14,79.59,211.73,154.89,133.49,173.18,93.96,135.20,95.82,56.57,145.40,88.39,68.38,212.74,27.43,76.68,94.98,213.91,42.54,85.11,103.30,193.90,152.30,314.64,166.22,93.02,54.39,21.64,92.49
27.25,-108.75,974.73,636.06,541.01,596.35,526.75,914.97,669.89,682.16,913.96,579.77,796.98,505.00,831.52,639.21,1000.28,596.25,504.19,457.25,839.29,565.56,634.61,630.74,644.40,845.81,1298.23,577.82,786.99,1089.47,458.21,372.19
27.25,-106.75,685.79,653.72,556.67,615.24,408.96,578.22,553.03,540.03,740.17,475.19,822.53,307.77,739.98,548.99,799.12,606.11,432.05,430.42,571.30,487.42,743.84,450.63,628.64,698.29,866.71,429.21,710.82,768.49,452.97,266.86
27.25,-104.75,408.84,207.28,390.10,407.80,234.13,321.46,367.14,465.25,382.22,113.29,624.24,94.35,667.43,339.31,465.30,387.86,248.88,126.68,251.74,300.08,440.31,461.35,445.33,322.41,509.93,281.47,496.87,417.90,228.82,257.10
27.25,-102.75,343.24,164.03,481.78,532.13,368.69,374.32,495.71,535.09,354.09,164.77,589.16,148.30,1170.76,255.46,342.03,439.51,367.67,148.10,401.91,383.77,345.88,608.57,435.72,152.48,649.62,345.62,502.40,601.83,346.63,469.31
27.25,-100.75,502.58,367.98,1316.91,1866.17,965.43,654.25,1113.05,924.54,743.68,571.63,899.44,502.09,2650.67,447.54,521.26,867.04,823.50,631.03,1195.48,646.53,681.19,1057.93,822.75,273.67,1928.78,978.11,1052.02,1320.88,1359.91,1032.07
27.25,-98.75,563.63,563.75,1907.93,2621.84,1227.90,1023.06,1458.86,1555.09,1044.34,477.92,813.59,658.07,1693.31,508.16,448.61,952.13,940.18,840.64,1090.07,630.63,882.59,917.29,997.24,360.96,1735.75,1148.44,1137.68,1496.40,1745.51,917.09
27.25,-80.75,1126.23,1440.53,969.46,1584.50,1342.77,859.17,1372.77,2060.58,889.23,1339.59,1146.86,1332.95,1312.69,1210.63,1198.66,984.72,1219.94,1165.82,840.94,1325.11,1159.31,999.13,1227.36,1437.76,1463.12,917.93,1394.32,989.93,1435.00,1322.97
27.25,-12.75,278.99,1018.84,423.63,968.28,243.52,473.08,630.44,692.37,234.26,398.23,143.63,447.55,326.93,66.92,464.62,120.82,228.07,347.94,195.62,132.90,141.43,199.29,283.07,269.81,214.09,158.16,189.24,154.51,111.82,279.20
27.25,-10.75,202.75,1064.56,119.42,217.21,165.65,373.79,359.88,111.14,120.76,270.16,66.84,928.22,562.30,33.89,391.70,211.26,76.96,58.09,346.21,46.00,229.12,101.03,317.76,212.00,79.30,143.16,52.31,278.72,169.45,347.72
27.25,-8.75,117.81,1003.96,253.10,302.33,388.67,707.89,1208.76,122.25,99.36,411.55,49.60,2058.01,1040.56,132.64,384.05,245.54,120.06,320.68,705.14,44.04,63.70,282.13,1140.86,157.85,59.82,189.74,64.84,576.04,334.30,1118.52
27.25,-6.75,419.72,547.32,204.85,107.08,119.01,263.45,520.65,173.58,74.07,95.63,31.44,545.29,495.11,12.83,40.71,412.32,2.91,136.71,260.10,48.68,114.48,230.93,660.29,37.04,32.24,40.02,31.58,765.12,129.12,911.84
27.25,-4.75,333.52,172.62,128.94,65.49,36.43,204.70,205.16,103.01,43.73,22.87,85.27,181.59,244.03,5.84,16.58,518.51,3.92,308.16,94.28,21.83,116.62,111.69,313.28,17.47,68.11,16.62,17.28,259.67,61.43,734.72
27.25,-2.75,37.35,96.82,86.57,36.67,24.60,44.38,137.18,21.91,43.71,9.15,62.48,106.35,211.60,5.59,23.14,138.29,4.96,25.74,53.11,13.52,42.05,73.57,205.32,1.49,6.02,19.50,18.85,71.61,64.96,70.77
27.25,-0.75,20.75,68.43,57.95,10.06,32.49,17.01,77.87,15.33,45.93,6.02,68.09,41.38,155.20,2.83,42.07,128.16,5.56,22.94,41.78,7.62,28.00,27.32,70.90,2.69,3.07,22.40,12.64,39.48,43.09,27.16
27.25,1.25,17.90,58.67,48.20,4.83,54.50,7.12,39.84,7.83,70.65,5.68,68.34,23.37,122.62,4.44,75.74,129.96,11.44,38.10,39.42,9.96,10.87,12.61,38.68,5.98,4.13,18.05,4.06,35.85,30.42,41.05
27.25,3.25,26.06,71.12,45.09,24.18,53.18,12.73,70.37,16.06,77.28,2.35,82.05,10.67,67.09,6.58,87.47,78.33,12.91,21.00,71.46,16.01,18.02,8.40,38.03,9.05,3.57,10.16,5.28,32.78,28.40,54.18
27.25,5.25,31.05,81.77,54.00,35.07,55.96,16.05,87.06,26.39,71.55,2.46,114.77,9.25,52.66,13.27,70.62,35.87,31.40,18.31,102.51,55.66,22.23,10.62,50.24,14.60,5.36,12.09,10.99,26.33,77.67,59.62
27.25,7.25,29.58,57.67,58.94,38.24,60.58,24.64,89.62,27.75,59.22,2.64,157.33,12.42,54.44,17.32,49.10,13.07,37.50,20.04,121.89,19.18,26.45,9.81,37.39,24.41,9.71,16.61,15.70,16.29,99.54,55.01
27.25,9.25,51.56,93.53,121.81,64.44,126.02,54.31,129.28,39.58,84.42,5.09,250.59,37.49,108.45,35.49,70.77,16.89,31.89,50.00,205.12,44.30,58.79,7.28,63.83,60.07,32.19,36.77,19.75,35.82,108.50,82.92
27.25,11.25,236.49,64.10,178.96,32.73,110.46,100.11,193.65,29.58,38.41,10.62,516.97,59.04,85.27,33.40,99.51,14.86,77.81,84.59,266.94,275.26,116.42,5.45,65.45,35.86,46.68,22.23,80.17,59.13,214.52,38.76
27.25,13.25,111.06,17.94,42.53,6.57,20.82,23.25,38.13,20.38,5.44,2.56,164.45,28.45,45.82,6.66,32.29,5.12,48.19,74.46,84.52,37.49,49.93,2.65,24.48,8.54,21.79,10.96,40.29,24.21,50.16,27.32
27.25,15.25,91.45,14.60,27.47,1.99,6.79,17.88,39.48,22.61,1.84,2.64,124.26,32.08,32.82,4.06,19.32,4.32,70.91,82.80,85.61,42.89,41.03,1.17,18.69,5.32,15.28,13.44,50.95,19.15,34.90,23.36
27.25,17.25,74.96,18.49,16.19,0.66,3.52,13.21,55.08,22.34,2.41,0.66,87.71,31.57,17.85,7.98,12.44,5.66,54.69,28.47,96.18,29.53,33.03,0.25,7.81,3.59,12.80,12.16,52.82,18.28,13.22,5.24
27.25,19.25,43.96,27.33,17.02,4.52,2.17,9.59,63.08,16.85,5.17,10.31,57.08,46.12,15.12,10.56,13.51,13.21,84.23,62.48,99.13,37.76,61.24,0.11,22.24,6.10,16.49,18.60,38.16,15.78,5.59,17.04
27.25,21.25,30.90,4.62,7.47,3.74,0.18,2.36,41.49,0.36,0.74,16.16,21.94,14.40,3.99,1.19,4.86,2.77,68.38,52.56,48.30,20.58,4.66,0.00,27.17,2.24,5.74,3.71,29.97,4.26,1.43,11.45
27.25,23.25,23.94,8.60,1.74,4.26,1.79,1.09,44.32,0.21,1.39,14.54,6.37,5.84,2.13,0.78,5.68,8.76,43.51,68.88,29.94,17.49,3.33,1.01,23.48,0.60,5.35,9.10,34.25,4.61,1.28,19.38
27.25,25.25,43.62,16.08,0.33,8.57,13.22,2.11,80.60,1.03,4.98,17.97,2.74,3.70,4.82,0.41,21.84,14.52,48.90,114.37,29.82,25.39,24.82,5.89,42.64,1.00,9.77,55.43,83.60,15.73,4.44,39.57
27.25,27.25,21.85,8.31,0.00,5.11,10.52,0.85,32.17,0.52,2.15,7.09,0.70,1.41,4.83,0.00,15.00,4.17,12.46,34.65,5.16,7.30,18.97,3.84,20.23,0.78,4.50,40.75,44.00,9.97,3.02,16.15
