latitude,longitude,era5_t2m_2015_C,era5_t2m_2016_C,era5_t2m_2017_C,era5_t2m_2018_C,era5_t2m_2019_C,era5_t2m_2020_C,era5_t2m_2021_C,era5_t2m_2022_C,era5_t2m_2023_C,era5_t2m_2024_C
63.0875,-131,-3.1560,-2.7020,-4.4808,-5.1640,-3.6126,-5.7496,-5.4359,-4.7949,-2.5846,-4.4129
63.0875,-129,-6.2285,-6.0194,-7.4339,-8.4599,-6.6333,-8.8187,-8.6365,-7.4989,-5.2420,-7.3518
63.0875,-127,-6.7555,-6.0558,-7.4249,-8.2992,-6.9737,-8.9562,-8.6808,-7.6903,-5.7009,-7.1893
63.0875,-125,-4.5197,-3.7149,-4.2459,-5.1214,-4.9614,-6.3694,-5.9821,-5.8066,-2.9646,-4.4711
63.0875,-123,-2.6489,-1.9550,-1.9839,-3.0211,-3.1959,-4.5765,-4.1918,-3.8859,-1.2234,-2.6811
63.0875,-121,-2.2749,-2.0272,-1.8468,-3.0977,-3.2139,-4.2675,-4.0305,-3.5604,-0.8090,-2.4040
63.0875,-119,-2.0916,-1.9185,-1.9549,-3.1025,-3.4904,-4.1372,-3.8918,-3.4532,-0.3370,-2.2225
63.0875,-117,-2.7033,-2.6584,-2.7035,-3.7837,-4.2650,-4.7172,-4.4979,-3.9546,-0.7491,-2.7008
63.0875,-115,-3.2595,-2.6915,-3.2574,-4.5080,-4.8928,-5.4629,-4.6787,-4.2951,-0.8026,-2.9836
63.0875,-113,-4.3909,-3.9144,-4.2632,-5.6547,-5.8995,-6.4407,-5.6760,-5.4239,-1.9175,-4.0447
63.0875,-111,-5.9179,-5.5072,-5.4945,-7.0000,-6.7934,-7.5516,-6.9360,-6.6736,-3.3795,-5.0014
63.0875,-109,-6.4089,-5.8313,-5.7057,-7.2360,-6.8893,-7.6451,-7.1231,-7.0876,-3.4206,-4.9169
63.0875,-107,-7.5718,-6.8654,-6.7311,-8.3300,-7.8648,-8.6647,-8.0688,-8.0959,-4.4905,-5.8747
63.0875,-105,-8.1536,-7.1903,-7.1114,-8.6408,-8.1633,-8.9121,-8.2400,-8.4000,-4.9976,-6.0939
63.0875,-97,-10.9373,-9.2373,-9.6312,-11.0394,-9.9501,-9.8813,-8.8278,-9.8840,-7.0945,-7.3470
63.0875,-95,-11.3542,-9.5100,-9.9373,-11.2570,-10.2199,-9.9535,-8.7662,-9.7577,-7.4035,-7.3363
63.0875,-93,-11.1973,-9.4183,-9.8548,-11.1943,-10.2718,-9.8341,-8.3533,-9.3914,-7.5174,-6.9183
63.0875,-91,-10.0051,-8.6472,-9.0393,-10.3089,-9.6735,-9.1421,-7.7569,-8.7822,-7.6212,-6.7749
63.0875,-71,-9.9556,-7.7049,-7.2174,-8.7450,-6.0438,-7.0790,-5.6185,-7.1462,-6.9471,-6.0124
63.0875,-69,-12.3548,-9.0957,-8.7326,-10.9682,-7.5164,-8.9677,-7.3179,-8.8283,-8.3735,-7.9822
63.0875,-49,-11.7079,-8.4244,-8.6109,-9.8683,-7.8294,-9.6706,-7.9949,-8.5936,-8.5134,-9.3606
63.0875,-47,-17.9273,-14.8690,-15.0553,-16.4781,-14.6614,-16.0530,-14.2619,-14.4338,-14.9338,-15.8384
63.0875,-45,-20.0774,-17.2295,-17.7108,-18.9850,-17.3776,-18.6136,-16.7154,-16.9306,-17.6326,-18.4573
63.0875,9,4.1543,3.6885,3.4140,3.8356,3.3362,4.2456,2.9377,3.6330,2.8060,4.5749
63.0875,11,3.6475,3.1815,2.7981,3.4522,3.0803,4.1888,2.5860,3.3433,2.2645,4.1164
63.0875,11,3.6475,3.1815,2.7981,3.4522,3.0803,4.1888,2.5860,3.3433,2.2645,4.1164
63.0875,13,1.5730,1.1592,0.7151,1.4075,1.0578,2.3074,0.8886,1.5675,0.1918,2.1008
63.0875,13,1.5730,1.1592,0.7151,1.4075,1.0578,2.3074,0.8886,1.5675,0.1918,2.1008
63.0875,15,4.2316,3.6875,3.4098,3.6770,3.6708,5.2588,3.3499,4.1717,2.9582,4.3906
63.0875,15,4.2316,3.6875,3.4098,3.6770,3.6708,5.2588,3.3499,4.1717,2.9582,4.3906
63.0875,17,4.3131,3.7062,3.4215,3.6207,3.6725,5.3468,3.0779,4.0714,3.1406,4.2670
63.0875,23,5.7364,4.5517,4.4773,5.0440,4.8970,6.4079,4.3469,5.0668,4.5538,5.3974
63.0875,25,5.1086,3.9247,3.7804,4.3993,4.0193,5.5978,3.6186,4.3222,3.8844,4.6246
63.0875,27,5.2152,4.1844,3.9041,4.5696,4.2368,5.8552,3.7721,4.4785,3.9970,4.8229
63.0875,29,4.7793,3.8299,3.4958,4.0917,3.7486,5.2297,3.2576,4.0752,3.6415,4.4661
63.0875,29,4.7793,3.8299,3.4958,4.0917,3.7486,5.2297,3.2576,4.0752,3.6415,4.4661
63.0875,31,4.2216,3.4436,3.0374,3.6124,3.3715,4.8307,2.8765,3.6896,3.2455,4.0163
63.0875,31,4.2216,3.4436,3.0374,3.6124,3.3715,4.8307,2.8765,3.6896,3.2455,4.0163
63.0875,33,4.1455,3.3825,2.9157,3.4138,3.3021,4.5604,2.7395,3.5622,3.1037,3.8488
63.0875,35,4.1923,3.7144,3.0632,3.6286,3.6067,4.7737,2.9063,3.7312,3.4593,4.0991
63.0875,37,3.4424,2.9759,2.3478,2.7637,2.9249,3.8550,2.0132,2.9202,2.8200,3.3202
63.0875,39,3.8853,3.4337,2.8890,3.0829,3.2117,4.3075,2.1241,3.2438,3.2858,3.8730
63.0875,41,3.8656,3.3936,2.9993,2.9332,3.2134,4.3188,1.9951,3.2328,3.1856,3.9530
63.0875,43,3.4308,2.9795,2.7564,2.4966,2.8604,3.8034,1.6416,2.9625,2.9593,3.5736
63.0875,45,2.7675,2.3608,2.2922,1.8661,2.2122,3.3081,1.0302,2.4686,2.4050,2.9014
63.0875,47,2.4143,2.0697,2.1473,1.5815,1.7733,3.0717,0.7197,2.3191,2.3211,2.5666
63.0875,49,1.9700,1.6782,1.8896,1.2285,1.2719,2.7766,0.3588,2.0280,2.0580,2.1473
63.0875,51,1.8647,1.7932,1.9354,1.1754,1.2355,2.8187,0.4170,2.0737,2.2544,2.1349
63.0875,53,1.1072,1.2547,1.2367,0.4054,0.5335,2.1556,-0.2467,1.2792,1.7064,1.3602
63.0875,55,0.7582,1.0257,0.9816,0.1405,0.3396,2.0991,-0.4650,1.0785,1.5898,1.1677
63.0875,57,0.3627,0.7961,0.6138,-0.1688,0.0611,1.9229,-0.9202,0.6745,1.4785,0.9393
63.0875,59,-2.5392,-1.8013,-2.0787,-2.9405,-2.6120,-0.5941,-3.7218,-1.8597,-1.0663,-1.5649
63.0875,61,-0.2055,0.1411,0.1145,-0.8255,-0.4884,2.1053,-1.6565,0.3237,1.2740,0.4683
63.0875,63,-0.1731,0.2996,0.2901,-0.8876,-0.4467,2.1930,-1.6218,0.3871,1.2824,0.3869
63.0875,65,-0.5896,0.0216,-0.0402,-1.3915,-0.9296,1.7982,-2.0854,-0.0989,0.9359,-0.0267
63.0875,67,-1.2026,-0.3302,-0.5908,-1.9151,-1.3478,1.2459,-2.4739,-0.6408,0.4075,-0.4913
63.0875,69,-1.2950,-0.4519,-0.7804,-2.2398,-1.3758,1.1351,-2.6787,-0.8352,0.1204,-0.6732
63.0875,71,-1.7198,-1.0456,-1.2872,-2.8341,-1.7585,0.8113,-3.2422,-1.2255,-0.4037,-1.1735
63.0875,73,-1.8583,-1.3794,-1.6173,-3.1196,-1.9360,0.5801,-3.5599,-1.3966,-0.7222,-1.4679
63.0875,75,-2.2068,-1.7881,-2.0303,-3.6007,-2.1793,0.2732,-4.1111,-1.6712,-1.2357,-1.8271
63.0875,77,-2.2624,-1.8895,-2.1058,-3.7980,-2.1861,0.1835,-4.2896,-1.7853,-1.5391,-1.8679
63.0875,79,-2.1722,-1.9958,-2.0917,-3.9838,-2.1894,0.1427,-4.4688,-1.8553,-1.7742,-1.8151
63.0875,81,-2.2290,-2.3167,-2.3833,-4.1558,-2.4285,-0.3445,-4.7388,-2.1948,-2.2658,-2.0536
63.0875,83,-1.6833,-2.1659,-1.9543,-3.9344,-2.0435,0.0082,-4.4288,-1.9157,-1.9944,-1.5813
63.0875,85,-1.8095,-2.3620,-2.1486,-4.2470,-2.2095,-0.0873,-4.5562,-2.2391,-2.3364,-1.7402
63.0875,87,-1.3041,-1.9848,-1.5578,-3.8376,-1.7386,0.4837,-4.1339,-1.8346,-1.9246,-1.1619
63.0875,89,-2.1544,-3.1045,-2.4275,-4.6095,-2.6138,-0.4213,-4.9996,-2.7752,-2.8836,-2.0816
63.0875,91,-3.3662,-4.4822,-3.8145,-5.7182,-3.7623,-1.7183,-6.3055,-4.1006,-4.3181,-3.3164
63.0875,93,-4.3519,-5.3733,-4.7264,-6.4577,-4.6035,-2.7463,-7.1507,-5.0545,-5.3580,-4.3003
63.0875,95,-3.7963,-4.8570,-4.0427,-5.6713,-3.9235,-2.1236,-6.5375,-4.2929,-5.1878,-3.7903
63.0875,97,-4.4671,-5.3754,-4.7334,-5.9578,-4.3971,-2.6733,-6.9579,-4.7430,-5.5873,-4.3740
63.0875,99,-4.8054,-5.6837,-5.2874,-6.2010,-4.7891,-2.8674,-7.2771,-5.0764,-6.0271,-4.7577
63.0875,101,-5.2441,-5.7676,-5.4738,-6.2207,-5.1877,-3.2466,-7.2299,-5.4193,-6.3043,-4.9438
63.0875,103,-5.5589,-6.1391,-5.5897,-6.3150,-5.3054,-3.3513,-7.4339,-5.4235,-6.5356,-5.1220
63.0875,105,-4.9912,-5.5580,-5.0127,-5.5780,-4.4828,-2.5572,-6.6499,-4.6597,-5.9637,-4.4018
63.0875,107,-4.8043,-5.5033,-5.1294,-5.4112,-4.2522,-2.4308,-6.5772,-4.6957,-5.7821,-4.2630
63.0875,109,-5.2427,-5.9523,-5.5923,-5.8588,-4.5948,-2.8629,-6.8030,-5.1585,-6.2374,-4.7771
63.0875,111,-5.4137,-6.0611,-5.7963,-5.8886,-4.6670,-3.0411,-6.7671,-5.3654,-6.1219,-5.0089
63.0875,113,-5.6667,-6.4185,-5.9732,-5.9906,-4.8616,-3.1509,-6.7193,-5.5923,-6.2351,-5.0788
63.0875,115,-5.4772,-6.3605,-5.7603,-5.8312,-4.8424,-3.1041,-6.5480,-5.6087,-6.0506,-5.1251
63.0875,117,-5.3813,-6.4104,-5.4889,-5.6567,-4.6970,-3.0700,-6.3780,-5.5779,-5.9988,-5.0055
63.0875,119,-5.6534,-7.0040,-6.0632,-6.0969,-5.1407,-3.6152,-6.9517,-6.0969,-6.5802,-5.4680
63.0875,121,-5.8269,-7.2916,-6.4707,-6.3761,-5.3621,-4.0931,-7.1798,-6.4543,-6.7254,-5.7500
63.0875,123,-6.2811,-7.5766,-6.8313,-6.6298,-5.8363,-4.7550,-7.5453,-6.8527,-7.1783,-6.2236
63.0875,125,-6.8344,-7.8950,-7.1995,-7.1404,-6.4550,-5.2156,-7.8975,-7.3402,-7.6788,-6.8979
63.0875,127,-7.5313,-8.2974,-7.6526,-7.6214,-7.1797,-6.2118,-8.3282,-7.8674,-8.2442,-7.7802
63.0875,129,-8.5236,-8.8353,-8.3359,-8.2428,-8.1682,-7.4910,-8.8768,-8.3868,-8.9814,-8.5073
63.0875,131,-9.0841,-9.6476,-9.0244,-8.7863,-9.0034,-8.1628,-9.2409,-8.9017,-9.6526,-9.0585
63.0875,133,-9.1462,-10.0541,-9.2070,-8.9579,-9.3951,-8.6224,-9.2641,-9.0853,-9.8945,-9.4570
63.0875,135,-9.2155,-10.4860,-9.7049,-9.1583,-9.7391,-8.9451,-9.4769,-9.3946,-10.1017,-9.7373
63.0875,137,-9.3810,-10.8929,-10.1675,-9.4232,-9.8697,-9.2005,-9.8982,-9.7840,-10.5860,-10.0565
63.0875,139,-12.4630,-13.1529,-12.6209,-11.7860,-12.2231,-12.1887,-12.1777,-11.6213,-12.8273,-12.3297
63.0875,141,-11.9846,-12.6057,-11.8216,-11.6881,-12.2774,-12.1227,-11.7129,-11.3709,-12.8583,-12.0836
63.0875,143,-12.8062,-13.0065,-12.3450,-12.0617,-12.7482,-12.8658,-11.9093,-11.6185,-12.6936,-12.3983
63.0875,145,-12.1266,-12.2380,-11.8402,-11.5658,-11.8283,-12.2032,-11.3317,-11.3267,-12.2957,-11.6406
63.0875,147,-12.3532,-10.8925,-11.3452,-11.5459,-11.1334,-11.6293,-11.2563,-11.1014,-11.6622,-11.0511
63.0875,149,-11.6628,-9.7062,-10.7664,-10.7243,-9.8832,-10.4202,-10.8169,-10.6073,-10.9067,-10.3828
63.0875,151,-9.4855,-8.0919,-8.8479,-9.2411,-8.4710,-8.1507,-9.5822,-8.9465,-9.1319,-8.6100
63.0875,153,-9.3234,-7.7348,-8.7547,-9.0520,-8.2549,-8.1141,-9.4702,-9.6137,-9.0030,-8.8135
63.0875,155,-9.4949,-8.6316,-8.4856,-8.9870,-8.9155,-8.6348,-10.0068,-9.1085,-9.2240,-9.2322
63.0875,157,-10.2416,-9.3898,-8.4346,-9.2506,-9.4706,-9.5570,-10.8719,-8.7159,-9.7272,-9.8054
63.0875,159,-10.2581,-8.8455,-8.2866,-8.8272,-9.0845,-9.3277,-10.6699,-8.4657,-9.8536,-9.6862
63.0875,161,-7.9596,-6.3986,-5.9406,-6.9304,-6.8609,-6.9916,-8.6682,-6.4114,-7.5428,-7.4889
63.0875,163,-6.9494,-4.9240,-5.0698,-5.6037,-5.7927,-5.9856,-7.5303,-5.2482,-6.7699,-6.3292
63.0875,165,-7.3506,-5.0950,-5.3567,-6.0038,-5.8773,-6.2398,-7.9025,-5.6516,-7.2851,-6.5407
63.0875,167,-5.5677,-3.3503,-3.8049,-4.5693,-3.9823,-4.3170,-6.3060,-3.6012,-5.1349,-4.3954
63.0875,169,-6.1754,-4.1003,-3.9823,-4.9511,-4.6250,-4.7586,-6.6657,-3.8344,-5.3912,-5.3993
63.0875,171,-8.4687,-6.0867,-5.9794,-6.9596,-6.2816,-6.9514,-9.0664,-6.0430,-8.0405,-7.7136
63.0875,173,-7.8296,-5.1570,-5.0259,-6.2869,-5.3083,-5.8138,-8.4590,-5.5513,-7.4380,-6.9885
63.0875,175,-7.6261,-4.7362,-4.7948,-5.7215,-4.7826,-5.6144,-8.3326,-5.3132,-7.3865,-6.8832
63.0875,177,-6.9489,-4.3694,-4.2882,-4.9355,-4.1590,-5.0441,-7.8691,-5.0984,-6.9212,-6.3620
63.0875,179,-4.5017,-2.6278,-2.3238,-2.5717,-2.2387,-3.1930,-5.9125,-3.3196,-4.9561,-4.5927
65.0903,-175,-6.0752,-4.4694,-3.8988,-3.7526,-3.0935,-4.6936,-7.9436,-5.3867,-6.6957,-6.2758
65.0903,-173,-6.2439,-4.5390,-4.2100,-3.8811,-3.1448,-4.6693,-8.2711,-5.6202,-6.9410,-6.1191
65.0903,-173,-6.2439,-4.5390,-4.2100,-3.8811,-3.1448,-4.6693,-8.2711,-5.6202,-6.9410,-6.1191
65.0903,-165,-4.0280,-1.7555,-3.3668,-2.5299,-1.5938,-3.8878,-6.1098,-4.4132,-5.6066,-4.1504
65.0903,-163,-3.4076,-1.1923,-2.8083,-2.1040,-1.1702,-3.6066,-5.6068,-3.6173,-4.9394,-3.4776
65.0903,-161,-1.4817,-0.1389,-1.2212,-0.2385,0.3174,-2.2886,-3.7519,-1.8622,-2.7203,-1.6037
65.0903,-159,-3.6059,-2.2234,-3.0796,-2.7516,-1.9071,-4.6215,-5.6830,-3.9208,-4.9891,-4.0048
65.0903,-157,-0.8256,0.4415,-0.5620,-0.1330,0.7540,-2.2000,-2.7239,-1.3833,-2.1177,-1.3189
65.0903,-155,-1.7348,-0.9507,-1.8400,-1.5477,-0.7082,-3.4015,-3.8715,-2.4431,-3.2028,-2.7479
65.0903,-153,-0.7764,-0.2287,-0.9785,-0.6913,0.2196,-2.5184,-2.5322,-1.5302,-2.0279,-1.8008
65.0903,-151,-0.7650,-0.4023,-1.1486,-0.7577,0.2123,-2.3779,-2.3742,-1.7249,-1.9012,-1.9293
65.0903,-149,-0.2677,0.1685,-0.7255,-0.2435,0.7456,-1.9158,-1.8895,-1.3167,-1.1887,-1.4936
65.0903,-147,-0.9737,-0.0933,-1.3890,-0.8682,0.1979,-2.7197,-2.6779,-2.0736,-1.6925,-1.9143
65.0903,-145,-4.7530,-3.7652,-4.7924,-4.5221,-3.6118,-6.4666,-6.4649,-5.6319,-4.8771,-5.1953
65.0903,-143,-4.2070,-3.1356,-3.8471,-3.9920,-3.2328,-5.8996,-5.8922,-5.3368,-3.9860,-4.6138
65.0903,-143,-4.2070,-3.1356,-3.8471,-3.9920,-3.2328,-5.8996,-5.8922,-5.3368,-3.9860,-4.6138
65.0903,-141,-3.7227,-2.8223,-3.7942,-3.6137,-2.9957,-5.5697,-5.1776,-4.8170,-3.2605,-4.1979
65.0903,-141,-3.7227,-2.8223,-3.7942,-3.6137,-2.9957,-5.5697,-5.1776,-4.8170,-3.2605,-4.1979
65.0903,-139,-5.8368,-5.0083,-5.6182,-5.8830,-5.3047,-7.9102,-7.8693,-7.3855,-5.3444,-6.3887
65.0903,-139,-5.8368,-5.0083,-5.6182,-5.8830,-5.3047,-7.9102,-7.8693,-7.3855,-5.3444,-6.3887
65.0903,-137,-6.3722,-5.4807,-6.4933,-6.8133,-6.0891,-8.8970,-8.3036,-8.0815,-5.8347,-7.1418
65.0903,-135,-5.6672,-4.6625,-5.6259,-5.9664,-5.3635,-8.0583,-7.6275,-7.2762,-4.7596,-6.2338
65.0903,-133,-7.0027,-5.7555,-7.2437,-7.9873,-7.0987,-9.4502,-8.8365,-8.3851,-6.0793,-7.5920
65.0903,-131,-6.4934,-5.4513,-6.5069,-7.4512,-6.6050,-8.8623,-8.2294,-7.7851,-5.4543,-6.9589
65.0903,-129,-6.8917,-5.7767,-6.6995,-7.6645,-7.0499,-9.0924,-8.7281,-8.3082,-5.7122,-7.4784
65.0903,-127,-3.0231,-2.4962,-2.1332,-3.4414,-2.9810,-4.8853,-4.7194,-4.3279,-1.8558,-3.5548
65.0903,-125,-2.7075,-2.0468,-1.9262,-3.1671,-2.9100,-4.4357,-4.3174,-3.8077,-1.1721,-2.6487
65.0903,-119,-4.9353,-4.6638,-4.5392,-5.5841,-6.1508,-6.5547,-6.6346,-5.8917,-2.8305,-4.2688
65.0903,-117,-5.5562,-5.1846,-5.2023,-6.3077,-6.9379,-7.0889,-7.0485,-6.2717,-3.0734,-4.6877
65.0903,-115,-7.1347,-6.6669,-6.7992,-7.9822,-8.1697,-8.6634,-8.3739,-7.5078,-4.3900,-6.0058
65.0903,-113,-8.1807,-7.8502,-7.6617,-8.8916,-8.8269,-9.2846,-9.1859,-8.2687,-5.2590,-6.7782
65.0903,-97,-12.2623,-10.5098,-10.8031,-12.2654,-11.1962,-10.9031,-10.0855,-10.5340,-8.3859,-8.3478
65.0903,-95,-12.6870,-10.8784,-11.0550,-12.2744,-11.4689,-11.0454,-10.2197,-10.4712,-8.4455,-8.2458
65.0903,-91,-13.1989,-11.1365,-11.5441,-13.4900,-11.6034,-11.4929,-10.2489,-11.2962,-9.3470,-8.5122
65.0903,-89,-12.8632,-10.8403,-11.0656,-12.9563,-10.9412,-11.0660,-10.1156,-10.8336,-9.2960,-8.2720
65.0903,-85,-12.3195,-10.0020,-10.1282,-12.1013,-9.4891,-10.0218,-8.9440,-9.5109,-8.5226,-7.3201
65.0903,-77,-11.4838,-8.8234,-9.1591,-10.8087,-7.8240,-8.9539,-7.8126,-8.4544,-8.6036,-7.4949
65.0903,-75,-11.4578,-8.2803,-8.6873,-10.4285,-7.0877,-8.5002,-7.0226,-7.9905,-8.1349,-7.2175
65.0903,-69,-13.0317,-9.4811,-9.6375,-11.5494,-7.6973,-9.7635,-7.9462,-9.5114,-9.3072,-8.6692
65.0903,-67,-12.2861,-8.3588,-8.7655,-10.3677,-7.4383,-8.9167,-6.9421,-8.8981,-8.6738,-7.6840
65.0903,-51,-6.7821,-2.8667,-3.3022,-5.4563,-2.2828,-4.5142,-2.9946,-3.7815,-3.3491,-4.3155
65.0903,-49,-13.0078,-9.4326,-9.8718,-11.2247,-9.1764,-10.9072,-9.4559,-9.4886,-9.5656,-10.4961
65.0903,-21,2.5470,4.2391,3.7809,3.1401,3.2295,2.2066,2.5382,2.2979,2.0451,1.2351
65.0903,-19,-0.3867,1.1875,1.0073,0.3645,0.3524,-0.6058,-0.2312,-0.3423,-0.6515,-1.3510
65.0903,-17,-0.5497,0.9411,0.8781,0.3202,0.0571,-0.2882,0.2078,-0.0633,-0.2856,-1.0486
65.0903,-15,0.5583,1.9082,1.7882,1.4652,0.9077,1.1390,1.6474,1.1830,1.1370,0.4359
65.0903,13,3.3384,2.6803,2.5440,2.4151,2.4263,3.7845,2.2695,2.6955,1.8307,3.5760
65.0903,13,3.3384,2.6803,2.5440,2.4151,2.4263,3.7845,2.2695,2.6955,1.8307,3.5760
65.0903,15,1.1597,0.5363,0.2326,0.4171,0.3283,1.6273,0.0238,0.7974,-0.2376,1.2201
65.0903,15,1.1597,0.5363,0.2326,0.4171,0.3283,1.6273,0.0238,0.7974,-0.2376,1.2201
65.0903,17,2.8063,2.1113,1.7534,2.0250,1.7241,3.4698,1.5591,2.4796,1.7490,2.7106
65.0903,19,3.2273,2.4237,2.0189,2.2468,1.8681,3.8378,1.9210,2.9187,2.0838,3.0666
65.0903,21,4.4676,3.3602,3.0454,3.4181,2.9133,4.9890,3.0708,3.9478,3.1892,3.9164
65.0903,27,3.7763,3.1504,2.4705,3.1837,2.5687,4.1853,2.1360,3.2544,2.7262,3.4788
65.0903,29,3.1142,2.7067,1.8275,2.6952,1.9970,3.5471,1.5795,2.7289,2.0988,2.8156
65.0903,29,3.1142,2.7067,1.8275,2.6952,1.9970,3.5471,1.5795,2.7289,2.0988,2.8156
65.0903,31,3.5410,3.2665,2.2250,3.0884,2.3989,4.0061,1.9608,3.1641,2.5024,3.2658
65.0903,31,3.5410,3.2665,2.2250,3.0884,2.3989,4.0061,1.9608,3.1641,2.5024,3.2658
65.0903,33,3.4685,3.3022,2.1695,3.1066,2.5208,3.9905,2.0888,3.2784,2.5105,3.3551
65.0903,41,2.0852,2.2960,1.6624,1.9123,1.5600,2.7666,0.5258,2.3817,1.7982,2.6073
65.0903,43,2.1384,2.4420,1.9482,1.9089,1.6607,2.8789,0.3559,2.4383,1.9141,2.5957
65.0903,45,1.7851,2.1972,1.7941,1.5381,1.2804,2.6211,-0.0361,2.2382,1.6565,2.2940
65.0903,47,1.2184,1.5948,1.4233,1.0203,0.6602,2.2606,-0.5694,1.7570,1.3068,1.6996
65.0903,49,0.3318,0.8746,0.6728,0.1189,-0.2918,1.5840,-1.3642,1.0051,0.7743,0.7333
65.0903,51,0.3025,0.9911,0.6669,0.1855,-0.4123,1.7320,-1.3184,1.0931,1.1088,0.6945
65.0903,53,0.3389,1.1402,0.7605,0.1810,-0.3626,1.8454,-1.2675,1.1046,1.3170,0.6984
65.0903,55,-0.2366,0.6587,0.2020,-0.5368,-0.8270,1.3743,-1.7929,0.5017,0.9380,0.1465
65.0903,57,-0.4013,0.5434,0.1313,-0.7592,-0.9226,1.3522,-2.0015,0.2752,0.8051,-0.0040
65.0903,59,-3.0521,-2.1303,-2.4523,-3.5526,-3.4765,-1.1534,-4.3117,-2.3619,-1.8378,-2.6316
65.0903,61,-5.3019,-4.1082,-4.8540,-5.5608,-5.6236,-3.1612,-6.0764,-4.3001,-3.8385,-4.8825
65.0903,63,-2.8200,-1.9482,-2.6537,-3.0849,-3.2772,-0.2956,-4.4342,-1.8735,-1.3764,-2.5498
65.0903,65,-2.3477,-1.3710,-2.2168,-2.6818,-2.8661,0.2863,-3.9571,-1.3246,-0.9361,-2.2005
65.0903,67,-2.5199,-1.2992,-2.1688,-3.0255,-2.9331,0.1211,-4.0160,-1.5435,-1.0354,-2.2796
65.0903,69,-2.8026,-1.3687,-2.2998,-3.4036,-2.9536,-0.0988,-4.1924,-1.8628,-1.3244,-2.4322
65.0903,71,-3.3492,-1.9247,-2.7966,-4.1859,-3.3039,-0.5035,-4.8096,-2.4641,-1.8901,-2.8355
65.0903,73,-3.4444,-2.1001,-2.8891,-4.4209,-3.1691,-0.5563,-5.0332,-2.4884,-2.1380,-2.7380
65.0903,75,-3.8286,-2.6274,-3.3892,-5.0397,-3.4250,-1.0496,-5.7376,-2.8836,-2.8693,-3.2698
65.0903,77,-3.5800,-2.6773,-3.2852,-5.0597,-3.3002,-1.0315,-5.8494,-2.8894,-2.9988,-3.2236
65.0903,79,-3.3584,-2.8567,-3.2974,-5.1011,-3.3071,-1.0517,-5.8919,-2.9894,-3.2658,-3.1858
65.0903,83,-3.2620,-3.6134,-3.5065,-5.5778,-3.5252,-1.4338,-6.4490,-3.4354,-3.8102,-3.4554
65.0903,85,-3.4301,-3.7383,-3.7177,-5.7794,-3.7647,-1.7100,-6.5925,-3.5853,-4.0947,-3.5865
65.0903,87,-2.8529,-3.3734,-3.1058,-5.2322,-3.2426,-1.0422,-6.0772,-3.0460,-3.6435,-2.7986
65.0903,89,-4.7566,-5.0676,-5.1269,-6.6443,-4.9129,-2.7312,-7.7099,-4.8058,-5.6054,-4.5665
65.0903,91,-6.1485,-6.3406,-6.4534,-7.7484,-5.9136,-3.9191,-9.0068,-6.0630,-6.9044,-5.9430
65.0903,93,-6.1531,-6.3207,-6.4014,-7.5863,-5.7919,-3.7564,-8.9061,-5.9714,-7.1871,-5.8437
65.0903,95,-7.0492,-7.3754,-7.2047,-8.2473,-6.5705,-4.5944,-9.5206,-6.8587,-7.9168,-6.6305
65.0903,97,-7.8960,-8.3409,-8.0398,-8.9489,-7.4276,-5.6258,-10.1682,-7.7087,-8.5764,-7.6248
65.0903,99,-8.1133,-8.2500,-8.1751,-8.8917,-7.4390,-5.6962,-10.0714,-7.3806,-8.4946,-7.6839
65.0903,101,-7.7429,-7.9777,-7.6977,-8.1752,-6.8162,-4.9338,-9.7567,-6.8278,-8.3494,-7.0946
65.0903,103,-7.3299,-7.9145,-7.4192,-7.9819,-6.6946,-5.0378,-9.2828,-6.7831,-8.2726,-6.9435
65.0903,105,-7.6535,-8.2538,-7.6610,-8.0425,-6.6166,-5.2518,-9.1675,-6.8457,-8.3097,-7.1834
65.0903,107,-7.5492,-7.7588,-7.4004,-7.7703,-6.3578,-4.9493,-8.7281,-6.6522,-7.8350,-6.8455
65.0903,109,-7.7175,-7.8902,-7.6125,-7.7510,-6.5928,-5.0830,-8.7193,-6.8911,-7.8037,-6.9200
65.0903,111,-8.0753,-8.3729,-8.0476,-8.1877,-7.1825,-5.6415,-8.9333,-7.4595,-8.0094,-7.3959
65.0903,113,-7.9583,-8.3024,-7.9950,-8.0887,-7.1739,-5.6624,-8.7071,-7.4674,-7.8291,-7.4071
65.0903,115,-7.6813,-7.9731,-7.7419,-7.7441,-6.7716,-5.2165,-8.2146,-7.2826,-7.5415,-7.2093
65.0903,117,-7.7946,-7.9195,-7.7912,-7.6720,-7.0248,-5.4361,-8.2686,-7.5481,-7.6765,-7.5828
65.0903,119,-7.8147,-8.1627,-7.9339,-7.8466,-7.2344,-5.6746,-8.5632,-7.8335,-8.0924,-7.8610
65.0903,121,-7.9811,-8.4077,-8.1793,-8.1438,-7.4118,-5.9914,-8.7771,-8.0729,-8.4935,-8.0751
65.0903,123,-8.2797,-8.6015,-8.4948,-8.3652,-7.6057,-6.4909,-8.9386,-8.5202,-8.8601,-8.3828
65.0903,125,-8.2255,-8.8163,-8.7891,-8.5409,-7.6744,-6.6142,-9.0914,-8.8647,-9.1917,-8.6235
65.0903,127,-10.2588,-10.7513,-10.7015,-10.1275,-9.9310,-9.2781,-11.3089,-10.7130,-11.6895,-10.9326
